dom ; request ; size ; historical ; distance
764 ; 78 ; 1721.37 ; 43.60 ; 86.16
595 ; 43 ; 1375.39 ; 58.73 ; 91.24
1104 ; 155 ; 1179.21 ; 27.75 ; 89.74
137 ; 6 ; 81.33 ; 89.68 ; 99.90
1103 ; 125 ; 2907.76 ; 25.16 ; 62.26
1227 ; 112 ; 2050.41 ; 26.97 ; 77.71
686 ; 183 ; 1302.90 ; 35.50 ; 91.42
261 ; 97 ; 1631.60 ; 59.50 ; 89.33
128 ; 23 ; 1241.76 ; 81.38 ; 93.93
1051 ; 159 ; 1966.36 ; 25.17 ; 80.54
570 ; 24 ; 745.19 ; 66.63 ; 96.57
613 ; 91 ; 1071.07 ; 48.87 ; 94.04
1309 ; 121 ; 1343.00 ; 27.49 ; 86.24
977 ; 31 ; 626.49 ; 54.20 ; 94.75
1054 ; 106 ; 2354.41 ; 29.75 ; 74.04
1231 ; 142 ; 1142.23 ; 27.03 ; 88.94
729 ; 122 ; 1570.78 ; 37.94 ; 88.26
126 ; 30 ; 623.58 ; 83.44 ; 98.42
867 ; 66 ; 301.85 ; 50.47 ; 96.70
1010 ; 59 ; 749.36 ; 46.61 ; 93.83
205 ; 19 ; 1305.79 ; 79.27 ; 93.19
859 ; 174 ; 1246.98 ; 31.20 ; 90.95
1008 ; 39 ; 1675.30 ; 46.87 ; 85.10
610 ; 20 ; 892.52 ; 65.00 ; 95.45
730 ; 67 ; 952.52 ; 50.54 ; 94.37
463 ; 125 ; 2770.91 ; 43.89 ; 69.20
668 ; 184 ; 1222.57 ; 36.43 ; 92.31
156 ; 14 ; 632.71 ; 85.22 ; 98.35
172 ; 10 ; 272.61 ; 87.10 ; 99.59
1083 ; 172 ; 2345.65 ; 22.61 ; 73.88
609 ; 53 ; 161.21 ; 62.09 ; 98.44
252 ; 27 ; 1450.65 ; 75.56 ; 91.55
277 ; 31 ; 782.13 ; 77.20 ; 97.31
258 ; 14 ; 461.75 ; 82.60 ; 98.91
346 ; 8 ; 221.19 ; 81.03 ; 99.34
867 ; 76 ; 985.02 ; 44.61 ; 93.27
488 ; 53 ; 139.63 ; 66.92 ; 98.99
848 ; 77 ; 1400.21 ; 42.81 ; 89.54
1497 ; 133 ; 1511.32 ; 23.33 ; 82.30
315 ; 67 ; 1318.88 ; 64.77 ; 92.82
424 ; 13 ; 50.75 ; 78.01 ; 99.29
240 ; 1 ; 101.07 ; 87.48 ; 99.74
445 ; 4 ; 70.06 ; 78.16 ; 99.21
301 ; 14 ; 650.53 ; 79.90 ; 98.00
327 ; 91 ; 1126.21 ; 60.23 ; 94.61
1078 ; 198 ; 1262.22 ; 25.32 ; 89.11
531 ; 11 ; 112.24 ; 73.45 ; 98.85
578 ; 96 ; 1090.27 ; 49.16 ; 94.03
157 ; 52 ; 1291.89 ; 74.23 ; 93.39
874 ; 100 ; 862.56 ; 40.51 ; 94.09
445 ; 30 ; 2147.46 ; 64.54 ; 81.26
310 ; 25 ; 635.87 ; 77.82 ; 98.05
646 ; 116 ; 1898.79 ; 40.22 ; 84.28
672 ; 51 ; 1105.63 ; 55.40 ; 93.47
282 ; 12 ; 633.16 ; 80.99 ; 98.13
361 ; 51 ; 701.97 ; 69.85 ; 97.56
322 ; 39 ; 1499.94 ; 70.25 ; 90.83
418 ; 25 ; 461.86 ; 74.22 ; 98.49
712 ; 67 ; 1839.52 ; 47.15 ; 84.83
604 ; 111 ; 567.63 ; 48.65 ; 97.28
829 ; 45 ; 760.38 ; 53.97 ; 95.06
814 ; 10 ; 999.46 ; 59.46 ; 93.53
564 ; 59 ; 1562.63 ; 55.29 ; 89.24
934 ; 195 ; 2274.80 ; 24.66 ; 76.30
336 ; 51 ; 728.91 ; 70.75 ; 97.48
704 ; 90 ; 3559.96 ; 38.97 ; 48.67
681 ; 60 ; 555.34 ; 55.91 ; 96.98
1159 ; 119 ; 3222.73 ; 24.57 ; 54.26
311 ; 16 ; 71.80 ; 82.22 ; 99.60
394 ; 69 ; 1614.62 ; 59.69 ; 89.22
700 ; 137 ; 4562.49 ; 31.55 ; 16.93
420 ; 85 ; 1446.19 ; 55.93 ; 91.14
751 ; 147 ; 1685.33 ; 34.10 ; 86.65
541 ; 9 ; 93.12 ; 73.42 ; 98.83
824 ; 68 ; 669.44 ; 49.13 ; 95.59
380 ; 70 ; 588.84 ; 65.14 ; 98.07
561 ; 75 ; 1389.90 ; 52.49 ; 91.23
619 ; 139 ; 1655.46 ; 39.36 ; 87.76
585 ; 48 ; 2023.01 ; 55.46 ; 82.72
181 ; 6 ; 238.12 ; 87.47 ; 99.65
606 ; 109 ; 1605.93 ; 43.69 ; 88.48
915 ; 23 ; 1499.78 ; 52.59 ; 87.97
1261 ; 97 ; 2148.08 ; 28.55 ; 75.80
989 ; 113 ; 590.33 ; 37.50 ; 94.78
498 ; 16 ; 262.18 ; 73.37 ; 98.77
546 ; 120 ; 714.68 ; 48.82 ; 96.79
146 ; 10 ; 629.64 ; 86.04 ; 98.37
1400 ; 125 ; 2066.52 ; 23.21 ; 75.67
1236 ; 142 ; 3699.48 ; 20.18 ; 40.66
756 ; 126 ; 1547.39 ; 36.68 ; 88.38
129 ; 18 ; 1486.12 ; 81.07 ; 91.33
465 ; 32 ; 3222.26 ; 61.12 ; 58.71
782 ; 133 ; 2402.99 ; 32.40 ; 75.06
92 ; 15 ; 321.55 ; 88.65 ; 99.56
1007 ; 75 ; 741.58 ; 43.05 ; 93.89
570 ; 42 ; 1795.95 ; 58.21 ; 86.16
1278 ; 185 ; 2163.91 ; 19.60 ; 75.26
723 ; 167 ; 3628.45 ; 29.25 ; 46.57
1242 ; 139 ; 1984.95 ; 23.72 ; 78.57
274 ; 17 ; 683.04 ; 80.31 ; 97.89
281 ; 40 ; 228.58 ; 78.17 ; 99.48
378 ; 102 ; 2383.72 ; 51.53 ; 77.27
166 ; 29 ; 306.67 ; 84.09 ; 99.52
747 ; 159 ; 1063.31 ; 36.17 ; 93.32
198 ; 25 ; 135.29 ; 84.57 ; 99.77
176 ; 51 ; 255.66 ; 79.26 ; 99.61
631 ; 30 ; 627.82 ; 63.95 ; 96.91
75 ; 5 ; 66.82 ; 91.74 ; 99.96
325 ; 80 ; 204.30 ; 67.34 ; 99.40
711 ; 74 ; 1405.30 ; 47.36 ; 90.32
650 ; 111 ; 1567.68 ; 42.02 ; 88.73
301 ; 14 ; 694.55 ; 79.66 ; 97.77
397 ; 97 ; 1675.20 ; 53.75 ; 88.42
417 ; 73 ; 701.22 ; 62.33 ; 97.39
672 ; 59 ; 2658.93 ; 48.12 ; 70.69
119 ; 21 ; 50.84 ; 88.24 ; 99.93
508 ; 36 ; 525.17 ; 68.02 ; 97.92
351 ; 17 ; 288.84 ; 79.28 ; 99.19
1206 ; 93 ; 877.71 ; 35.35 ; 91.30
346 ; 16 ; 628.81 ; 77.86 ; 97.99
669 ; 24 ; 350.08 ; 65.18 ; 97.78
582 ; 15 ; 708.20 ; 67.88 ; 96.73
837 ; 32 ; 531.48 ; 57.76 ; 96.17
411 ; 62 ; 1614.50 ; 60.64 ; 89.17
1431 ; 133 ; 2255.33 ; 21.40 ; 72.14
197 ; 44 ; 1284.32 ; 74.82 ; 93.42
867 ; 146 ; 1353.52 ; 32.47 ; 89.85
608 ; 111 ; 600.72 ; 48.33 ; 97.11
165 ; 16 ; 65.03 ; 87.59 ; 99.88
119 ; 18 ; 273.09 ; 87.58 ; 99.65
286 ; 19 ; 327.00 ; 81.42 ; 99.26
202 ; 29 ; 125.28 ; 83.75 ; 99.78
554 ; 16 ; 744.83 ; 68.57 ; 96.64
485 ; 54 ; 3209.79 ; 55.41 ; 58.94
897 ; 32 ; 1262.61 ; 52.45 ; 90.65
1417 ; 144 ; 3374.48 ; 18.31 ; 47.74
438 ; 16 ; 264.58 ; 75.87 ; 98.98
144 ; 31 ; 352.51 ; 84.17 ; 99.43
411 ; 27 ; 1488.16 ; 68.89 ; 90.71
617 ; 80 ; 2208.72 ; 46.42 ; 79.49
415 ; 11 ; 329.81 ; 77.21 ; 98.90
144 ; 31 ; 100.00 ; 85.43 ; 99.88
913 ; 124 ; 3146.04 ; 28.68 ; 58.14
815 ; 81 ; 379.83 ; 48.18 ; 96.83
273 ; 10 ; 55.26 ; 84.62 ; 99.70
722 ; 203 ; 1804.21 ; 31.34 ; 85.13
178 ; 12 ; 194.14 ; 87.01 ; 99.73
362 ; 45 ; 1739.44 ; 66.28 ; 87.70
252 ; 33 ; 2016.58 ; 72.35 ; 83.91
113 ; 16 ; 905.24 ; 84.71 ; 96.76
527 ; 29 ; 1094.27 ; 65.53 ; 94.25
537 ; 46 ; 423.87 ; 65.18 ; 98.17
660 ; 103 ; 3149.86 ; 38.72 ; 59.61
166 ; 15 ; 417.04 ; 85.92 ; 99.21
760 ; 54 ; 702.23 ; 54.06 ; 95.82
95 ; 9 ; 458.32 ; 88.62 ; 99.15
682 ; 63 ; 561.48 ; 55.13 ; 96.94
149 ; 8 ; 100.14 ; 88.95 ; 99.87
261 ; 59 ; 2399.89 ; 65.05 ; 77.29
743 ; 73 ; 1241.88 ; 47.31 ; 91.82
785 ; 71 ; 1012.22 ; 47.69 ; 93.59
313 ; 4 ; 65.71 ; 83.75 ; 99.60
959 ; 92 ; 1928.34 ; 35.20 ; 81.90
367 ; 66 ; 1753.45 ; 61.02 ; 87.48
157 ; 52 ; 1291.55 ; 74.23 ; 93.40
202 ; 35 ; 49.95 ; 83.06 ; 99.83
742 ; 93 ; 3393.16 ; 37.40 ; 52.97
504 ; 46 ; 1812.39 ; 59.80 ; 86.21
673 ; 184 ; 1811.38 ; 33.77 ; 85.32
439 ; 96 ; 1111.29 ; 54.67 ; 94.40
454 ; 73 ; 2627.78 ; 53.30 ; 72.28
54 ; 4 ; 253.94 ; 92.77 ; 99.74
762 ; 147 ; 2877.04 ; 30.57 ; 65.41
1348 ; 114 ; 3183.37 ; 22.84 ; 53.40
484 ; 37 ; 2946.85 ; 59.76 ; 65.26
314 ; 118 ; 1018.29 ; 57.12 ; 95.52
134 ; 5 ; 279.73 ; 88.89 ; 99.63
515 ; 73 ; 1228.64 ; 55.46 ; 93.07
589 ; 91 ; 1471.08 ; 47.84 ; 90.19
987 ; 198 ; 2519.34 ; 22.81 ; 71.33
603 ; 103 ; 409.68 ; 50.70 ; 97.89
643 ; 117 ; 926.65 ; 44.49 ; 94.99
868 ; 55 ; 1411.65 ; 47.32 ; 89.29
1211 ; 98 ; 1445.87 ; 31.59 ; 86.11
93 ; 8 ; 251.96 ; 89.86 ; 99.72
73 ; 15 ; 402.13 ; 88.92 ; 99.35
641 ; 50 ; 203.71 ; 61.48 ; 98.23
606 ; 10 ; 439.65 ; 69.08 ; 97.82
1163 ; 51 ; 778.87 ; 45.70 ; 92.36
884 ; 130 ; 600.88 ; 37.54 ; 95.48
521 ; 75 ; 1050.63 ; 55.70 ; 94.62
358 ; 24 ; 362.55 ; 77.45 ; 98.99
962 ; 208 ; 1844.72 ; 24.80 ; 82.97
557 ; 62 ; 1945.70 ; 53.43 ; 84.03
1120 ; 117 ; 1945.37 ; 28.27 ; 80.32
344 ; 75 ; 463.20 ; 66.29 ; 98.68
957 ; 62 ; 1034.80 ; 45.42 ; 92.25
828 ; 114 ; 1862.85 ; 35.05 ; 83.76
644 ; 93 ; 590.60 ; 49.99 ; 96.99
397 ; 10 ; 1111.42 ; 73.93 ; 94.57
969 ; 84 ; 952.03 ; 40.78 ; 92.78
127 ; 33 ; 1054.66 ; 80.54 ; 95.60
537 ; 76 ; 1889.30 ; 51.21 ; 84.95
1036 ; 72 ; 1135.96 ; 41.02 ; 90.77
314 ; 35 ; 347.90 ; 77.32 ; 99.14
572 ; 146 ; 1272.09 ; 42.08 ; 92.34
1055 ; 173 ; 1191.17 ; 27.31 ; 90.02
600 ; 15 ; 185.56 ; 69.92 ; 98.46
283 ; 9 ; 15.15 ; 84.60 ; 99.69
255 ; 45 ; 2287.26 ; 68.90 ; 79.36
935 ; 18 ; 694.31 ; 56.99 ; 94.72
850 ; 139 ; 4090.14 ; 27.36 ; 31.94
64 ; 2 ; 111.09 ; 92.84 ; 99.94
296 ; 30 ; 1951.23 ; 71.42 ; 84.82
99 ; 2 ; 63.55 ; 91.43 ; 99.95
321 ; 44 ; 1391.80 ; 69.66 ; 92.05
483 ; 48 ; 3262.05 ; 56.84 ; 57.63
551 ; 192 ; 1269.17 ; 40.07 ; 92.40
1172 ; 122 ; 2027.33 ; 26.56 ; 78.58
618 ; 92 ; 2492.36 ; 43.31 ; 74.28
378 ; 87 ; 595.77 ; 61.67 ; 98.03
1026 ; 32 ; 572.89 ; 53.35 ; 94.62
113 ; 5 ; 499.23 ; 88.38 ; 98.98
135 ; 25 ; 57.46 ; 87.06 ; 99.91
634 ; 103 ; 1050.71 ; 46.16 ; 94.09
1145 ; 65 ; 1105.36 ; 40.92 ; 90.12
519 ; 54 ; 96.62 ; 65.66 ; 98.90
548 ; 57 ; 2935.25 ; 52.57 ; 65.26
565 ; 80 ; 275.35 ; 57.07 ; 98.44
789 ; 43 ; 2444.38 ; 48.82 ; 74.29
953 ; 28 ; 458.72 ; 56.14 ; 95.64
600 ; 26 ; 781.46 ; 64.94 ; 96.22
231 ; 3 ; 100.62 ; 86.87 ; 99.75
580 ; 166 ; 1988.99 ; 37.48 ; 83.17
522 ; 71 ; 3068.04 ; 50.09 ; 62.25
248 ; 1 ; 88.18 ; 87.25 ; 99.73
1191 ; 127 ; 1298.88 ; 28.45 ; 87.84
381 ; 57 ; 872.67 ; 66.64 ; 96.46
849 ; 61 ; 2340.71 ; 43.16 ; 75.84
1058 ; 103 ; 3378.11 ; 28.22 ; 51.15
552 ; 118 ; 3676.96 ; 39.83 ; 46.09
1030 ; 60 ; 507.71 ; 47.30 ; 94.85
586 ; 114 ; 511.09 ; 49.22 ; 97.59
1153 ; 70 ; 1388.05 ; 38.25 ; 87.30
1037 ; 191 ; 1960.08 ; 23.67 ; 80.70
1109 ; 49 ; 2095.37 ; 41.30 ; 78.10
96 ; 12 ; 258.60 ; 89.22 ; 99.70
667 ; 27 ; 459.55 ; 64.15 ; 97.44
276 ; 13 ; 630.13 ; 81.11 ; 98.16
693 ; 42 ; 458.64 ; 60.34 ; 97.30
136 ; 3 ; 14.76 ; 90.48 ; 99.93
349 ; 39 ; 2179.22 ; 66.74 ; 81.02
567 ; 99 ; 4329.85 ; 41.41 ; 25.68
867 ; 45 ; 2360.59 ; 46.49 ; 75.36
339 ; 8 ; 1052.19 ; 76.93 ; 95.24
853 ; 45 ; 974.08 ; 52.20 ; 93.46
182 ; 2 ; 109.51 ; 88.60 ; 99.82
556 ; 128 ; 1938.83 ; 41.84 ; 84.09
988 ; 147 ; 2189.87 ; 26.61 ; 77.43
889 ; 146 ; 3828.40 ; 26.04 ; 39.75
405 ; 38 ; 174.64 ; 73.70 ; 99.24
352 ; 66 ; 668.48 ; 66.84 ; 97.76
640 ; 114 ; 677.14 ; 46.37 ; 96.57
310 ; 12 ; 152.82 ; 82.35 ; 99.53
535 ; 84 ; 747.37 ; 54.87 ; 96.68
552 ; 84 ; 2490.37 ; 47.30 ; 74.63
985 ; 131 ; 2061.29 ; 28.61 ; 79.60
156 ; 6 ; 1139.65 ; 83.54 ; 94.85
522 ; 71 ; 3068.18 ; 50.09 ; 62.25
360 ; 25 ; 150.96 ; 78.22 ; 99.40
832 ; 193 ; 954.45 ; 32.46 ; 93.61
586 ; 11 ; 509.12 ; 69.33 ; 97.65
619 ; 33 ; 296.07 ; 65.57 ; 98.16
287 ; 18 ; 824.21 ; 78.87 ; 97.03
452 ; 81 ; 2648.69 ; 51.68 ; 71.85
316 ; 14 ; 243.44 ; 81.41 ; 99.38
892 ; 157 ; 3902.32 ; 25.07 ; 37.49
440 ; 115 ; 2245.37 ; 47.37 ; 79.56
1157 ; 197 ; 1254.79 ; 24.18 ; 88.50
854 ; 19 ; 112.26 ; 61.76 ; 97.11
1012 ; 13 ; 507.37 ; 57.20 ; 95.01
658 ; 91 ; 1511.48 ; 45.21 ; 89.38
159 ; 4 ; 301.30 ; 88.17 ; 99.55
478 ; 51 ; 766.08 ; 64.54 ; 96.81
129 ; 28 ; 1161.77 ; 80.86 ; 94.67
315 ; 11 ; 806.85 ; 78.85 ; 97.08
197 ; 1 ; 32.99 ; 89.37 ; 99.84
490 ; 29 ; 1369.98 ; 65.71 ; 91.75
153 ; 12 ; 370.26 ; 86.97 ; 99.37
631 ; 81 ; 2922.17 ; 44.14 ; 65.16
953 ; 60 ; 1010.65 ; 46.10 ; 92.47
577 ; 111 ; 3167.03 ; 40.52 ; 59.58
164 ; 34 ; 154.17 ; 83.95 ; 99.80
528 ; 65 ; 901.02 ; 58.43 ; 95.74
1273 ; 24 ; 852.26 ; 49.39 ; 90.86
530 ; 64 ; 2872.93 ; 51.71 ; 66.74
67 ; 13 ; 959.37 ; 86.69 ; 96.40
457 ; 56 ; 1467.19 ; 60.73 ; 90.79
1107 ; 33 ; 1339.14 ; 47.70 ; 88.24
538 ; 34 ; 1127.87 ; 63.99 ; 93.91
140 ; 1 ; 117.32 ; 90.73 ; 99.87
540 ; 96 ; 871.37 ; 51.75 ; 95.87
268 ; 5 ; 323.07 ; 84.08 ; 99.31
430 ; 47 ; 2879.43 ; 59.91 ; 66.97
415 ; 70 ; 1711.79 ; 58.19 ; 87.90
710 ; 34 ; 217.46 ; 62.68 ; 97.85
508 ; 51 ; 832.43 ; 62.95 ; 96.29
211 ; 33 ; 712.70 ; 79.65 ; 97.84
383 ; 93 ; 819.40 ; 59.12 ; 96.78
333 ; 82 ; 629.61 ; 64.39 ; 98.00
225 ; 22 ; 271.16 ; 83.50 ; 99.51
58 ; 6 ; 82.17 ; 93.04 ; 99.96
208 ; 56 ; 589.49 ; 75.25 ; 98.47
387 ; 97 ; 2625.76 ; 51.44 ; 72.52
643 ; 57 ; 1024.77 ; 55.41 ; 94.29
242 ; 30 ; 199.86 ; 81.80 ; 99.61
662 ; 75 ; 1987.78 ; 46.53 ; 82.88
195 ; 11 ; 198.41 ; 86.54 ; 99.70
89 ; 9 ; 21.90 ; 91.07 ; 99.97
337 ; 43 ; 663.95 ; 72.97 ; 97.83
744 ; 27 ; 1032.79 ; 58.59 ; 93.69
522 ; 65 ; 2909.72 ; 51.74 ; 65.94
525 ; 10 ; 245.60 ; 73.15 ; 98.69
123 ; 9 ; 693.71 ; 86.50 ; 98.07
557 ; 31 ; 510.30 ; 67.13 ; 97.77
58 ; 6 ; 144.12 ; 92.68 ; 99.91
395 ; 38 ; 719.38 ; 71.29 ; 97.37
918 ; 21 ; 1351.59 ; 53.51 ; 89.60
282 ; 17 ; 263.57 ; 82.22 ; 99.42
386 ; 13 ; 718.61 ; 76.10 ; 97.41
641 ; 57 ; 214.15 ; 59.76 ; 98.21
1387 ; 147 ; 2234.86 ; 20.57 ; 72.97
668 ; 63 ; 371.99 ; 56.61 ; 97.71
464 ; 63 ; 184.89 ; 65.32 ; 99.01
484 ; 36 ; 659.92 ; 68.27 ; 97.39
978 ; 125 ; 4400.33 ; 25.74 ; 20.79
101 ; 11 ; 235.14 ; 89.31 ; 99.74
295 ; 30 ; 1105.61 ; 74.99 ; 94.90
1084 ; 53 ; 1102.59 ; 44.74 ; 90.68
489 ; 41 ; 331.41 ; 68.78 ; 98.63
1156 ; 95 ; 1536.16 ; 32.56 ; 85.57
225 ; 26 ; 2235.55 ; 74.01 ; 80.33
162 ; 50 ; 439.07 ; 79.04 ; 99.14
429 ; 41 ; 1139.93 ; 67.00 ; 94.21
62 ; 18 ; 303.88 ; 89.91 ; 99.62
495 ; 28 ; 637.38 ; 69.47 ; 97.46
955 ; 22 ; 1464.78 ; 51.98 ; 88.09
883 ; 159 ; 2017.93 ; 28.58 ; 81.00
131 ; 8 ; 313.99 ; 88.43 ; 99.55
276 ; 6 ; 230.27 ; 84.09 ; 99.50
59 ; 19 ; 402.04 ; 89.50 ; 99.36
1058 ; 134 ; 537.66 ; 33.81 ; 94.44
185 ; 10 ; 29.14 ; 87.94 ; 99.86
595 ; 53 ; 879.54 ; 58.83 ; 95.60
638 ; 113 ; 2705.64 ; 38.83 ; 69.85
587 ; 122 ; 827.65 ; 46.40 ; 95.93
907 ; 192 ; 2766.80 ; 24.32 ; 66.83
440 ; 4 ; 383.90 ; 76.77 ; 98.67
948 ; 108 ; 2660.27 ; 30.87 ; 68.89
624 ; 127 ; 664.39 ; 45.30 ; 96.70
583 ; 19 ; 1100.24 ; 65.08 ; 93.96
151 ; 11 ; 634.80 ; 85.74 ; 98.34
778 ; 178 ; 1250.64 ; 33.17 ; 91.43
672 ; 144 ; 2244.74 ; 35.10 ; 78.53
559 ; 46 ; 2260.59 ; 56.24 ; 78.87
63 ; 10 ; 474.44 ; 90.07 ; 99.11
1093 ; 30 ; 1375.27 ; 48.31 ; 87.98
1044 ; 103 ; 1177.92 ; 34.74 ; 90.31
927 ; 84 ; 2835.08 ; 35.17 ; 65.32
1158 ; 31 ; 1757.60 ; 45.55 ; 82.74
342 ; 24 ; 356.34 ; 78.14 ; 99.05
1103 ; 76 ; 2489.41 ; 34.11 ; 71.10
212 ; 24 ; 627.68 ; 81.74 ; 98.29
509 ; 39 ; 2166.80 ; 60.04 ; 80.70
620 ; 97 ; 1079.19 ; 47.50 ; 93.93
954 ; 109 ; 1869.89 ; 32.71 ; 82.79
385 ; 10 ; 226.51 ; 79.11 ; 99.22
727 ; 53 ; 705.49 ; 55.30 ; 95.99
508 ; 51 ; 832.57 ; 62.95 ; 96.28
781 ; 173 ; 2279.67 ; 29.56 ; 77.26
169 ; 12 ; 142.66 ; 87.56 ; 99.81
717 ; 27 ; 394.05 ; 62.88 ; 97.39
429 ; 68 ; 351.01 ; 64.80 ; 98.79
1172 ; 185 ; 1521.08 ; 23.33 ; 85.50
347 ; 22 ; 959.00 ; 75.02 ; 95.95
427 ; 30 ; 915.71 ; 70.44 ; 96.02
810 ; 115 ; 2070.19 ; 34.75 ; 80.70
761 ; 117 ; 3749.92 ; 32.73 ; 42.91
1094 ; 30 ; 438.02 ; 53.18 ; 94.59
823 ; 173 ; 1876.48 ; 29.58 ; 83.53
1183 ; 131 ; 2586.49 ; 23.82 ; 68.42
509 ; 39 ; 2166.80 ; 60.04 ; 80.70
317 ; 12 ; 249.35 ; 81.60 ; 99.37
312 ; 22 ; 257.76 ; 80.21 ; 99.36
608 ; 75 ; 1270.05 ; 51.26 ; 92.25
62 ; 6 ; 60.76 ; 92.81 ; 99.97
524 ; 103 ; 1120.12 ; 49.93 ; 94.00
395 ; 120 ; 1041.20 ; 53.35 ; 95.11
631 ; 34 ; 110.39 ; 65.88 ; 98.40
946 ; 62 ; 1117.56 ; 45.22 ; 91.63
138 ; 3 ; 15.38 ; 90.42 ; 99.92
486 ; 59 ; 1217.85 ; 59.95 ; 93.29
313 ; 42 ; 272.46 ; 76.27 ; 99.32
355 ; 16 ; 498.76 ; 78.19 ; 98.54
75 ; 16 ; 286.56 ; 89.16 ; 99.66
690 ; 46 ; 1904.02 ; 52.62 ; 84.02
61 ; 4 ; 264.70 ; 92.09 ; 99.71
979 ; 136 ; 4015.84 ; 24.81 ; 33.37
939 ; 194 ; 1370.58 ; 27.78 ; 89.10
540 ; 8 ; 164.24 ; 73.19 ; 98.76
692 ; 38 ; 1496.95 ; 55.90 ; 89.40
740 ; 13 ; 777.01 ; 62.37 ; 95.51
554 ; 40 ; 423.26 ; 65.90 ; 98.10
537 ; 29 ; 1407.02 ; 63.61 ; 91.16
334 ; 101 ; 1348.59 ; 57.12 ; 92.44
1286 ; 72 ; 2105.32 ; 33.31 ; 76.27
200 ; 22 ; 188.21 ; 84.74 ; 99.70
434 ; 134 ; 2398.74 ; 44.89 ; 76.78
343 ; 84 ; 1786.42 ; 58.04 ; 87.08
582 ; 67 ; 1398.85 ; 53.41 ; 91.04
771 ; 45 ; 109.16 ; 58.99 ; 97.63
669 ; 65 ; 1797.60 ; 49.16 ; 85.65
200 ; 25 ; 1114.02 ; 79.37 ; 95.01
435 ; 22 ; 177.50 ; 75.42 ; 99.14
288 ; 42 ; 947.28 ; 73.67 ; 96.17
670 ; 41 ; 2217.56 ; 53.49 ; 79.09
705 ; 112 ; 3626.35 ; 35.30 ; 46.79
399 ; 74 ; 872.21 ; 61.95 ; 96.40
1473 ; 146 ; 2288.97 ; 19.62 ; 71.06
613 ; 110 ; 444.08 ; 49.14 ; 97.72
670 ; 117 ; 1145.70 ; 42.41 ; 93.08
654 ; 100 ; 1072.31 ; 45.84 ; 93.82
172 ; 20 ; 262.84 ; 85.67 ; 99.61
310 ; 30 ; 211.77 ; 79.09 ; 99.45
1084 ; 107 ; 764.85 ; 35.54 ; 93.10
810 ; 65 ; 1630.48 ; 45.52 ; 87.07
111 ; 7 ; 46.02 ; 90.53 ; 99.94
719 ; 42 ; 940.66 ; 56.90 ; 94.53
521 ; 35 ; 1557.70 ; 62.49 ; 89.49
47 ; 4 ; 331.65 ; 93.02 ; 99.56
584 ; 30 ; 213.67 ; 67.80 ; 98.49
244 ; 40 ; 12.01 ; 80.77 ; 99.76
705 ; 145 ; 1931.71 ; 34.88 ; 83.45
579 ; 12 ; 673.30 ; 68.57 ; 96.93
996 ; 46 ; 743.23 ; 50.01 ; 93.98
973 ; 103 ; 2550.61 ; 31.35 ; 70.93
638 ; 25 ; 1502.11 ; 60.21 ; 89.62
1236 ; 103 ; 966.22 ; 32.70 ; 90.37
202 ; 3 ; 112.26 ; 87.78 ; 99.79
1039 ; 133 ; 979.93 ; 31.89 ; 91.99
318 ; 35 ; 1239.01 ; 72.42 ; 93.62
58 ; 8 ; 172.89 ; 92.29 ; 99.87
267 ; 11 ; 847.88 ; 80.53 ; 96.92
633 ; 174 ; 1692.60 ; 36.09 ; 87.16
536 ; 38 ; 1029.06 ; 63.74 ; 94.75
749 ; 183 ; 1094.01 ; 34.53 ; 93.02
70 ; 18 ; 148.55 ; 89.93 ; 99.89
857 ; 18 ; 500.32 ; 59.89 ; 96.16
860 ; 60 ; 278.56 ; 52.18 ; 96.80
465 ; 49 ; 263.83 ; 68.24 ; 98.88
963 ; 21 ; 1760.51 ; 50.82 ; 84.31
157 ; 2 ; 51.69 ; 89.77 ; 99.89
619 ; 115 ; 2342.49 ; 40.03 ; 77.08
416 ; 10 ; 388.90 ; 76.99 ; 98.74
1086 ; 163 ; 3307.87 ; 21.33 ; 52.68
459 ; 13 ; 265.83 ; 75.40 ; 98.90
374 ; 32 ; 393.13 ; 75.14 ; 98.85
86 ; 24 ; 1093.69 ; 83.20 ; 95.31
152 ; 36 ; 1020.50 ; 79.37 ; 95.85
1310 ; 103 ; 1630.09 ; 28.75 ; 82.92
819 ; 142 ; 4380.18 ; 27.67 ; 22.57
773 ; 53 ; 1857.41 ; 48.56 ; 84.22
339 ; 110 ; 763.24 ; 58.54 ; 97.24
209 ; 4 ; 132.88 ; 87.29 ; 99.76
595 ; 45 ; 28.84 ; 65.27 ; 98.61
75 ; 3 ; 20.43 ; 92.26 ; 99.98
725 ; 124 ; 1171.16 ; 39.63 ; 92.55
535 ; 28 ; 1410.40 ; 63.87 ; 91.13
250 ; 35 ; 1613.09 ; 73.45 ; 89.62
211 ; 32 ; 1051.62 ; 78.03 ; 95.51
1133 ; 31 ; 620.98 ; 51.40 ; 93.49
208 ; 36 ; 1486.87 ; 75.27 ; 91.21
800 ; 58 ; 672.41 ; 52.16 ; 95.73
140 ; 30 ; 1295.82 ; 79.50 ; 93.38
137 ; 5 ; 35.64 ; 90.07 ; 99.92
560 ; 90 ; 2406.23 ; 46.04 ; 76.19
851 ; 18 ; 539.80 ; 59.82 ; 96.04
1014 ; 80 ; 2965.25 ; 33.98 ; 61.72
