dom ; request ; size ; historical ; lsh_knn
520.0 ; 28.0 ; 2545.58 ; 60.81 ; 68.05
788.0 ; 125.0 ; 282.46973 ; 42.35 ; 62.06
1736.0 ; 45.0 ; 3207.2969 ; 33.40 ; 61.37
787.0 ; 286.0 ; 6436.499 ; 22.06 ; 70.78
1136.0 ; 171.0 ; 7429.218 ; 17.55 ; 70.72
263.0 ; 18.0 ; 777.0869 ; 80.05 ; 66.28
295.0 ; 20.0 ; 269.63477 ; 81.19 ; 50.00
882.0 ; 13.0 ; 45.79785 ; 62.42 ; 73.78
139.0 ; 12.0 ; 845.74414 ; 84.81 ; 70.76
598.0 ; 193.0 ; 2177.7715 ; 34.84 ; 66.09
34.0 ; 4.0 ; 2443.498 ; 84.66 ; 72.85
1185.0 ; 148.0 ; 971.90625 ; 28.06 ; 50.75
2407.0 ; 111.0 ; 11345.252 ; 14.42 ; 67.64
392.0 ; 71.0 ; 26832.453 ; 52.44 ; 72.85
1874.0 ; 410.0 ; 378.3379 ; 20.20 ; 64.69
674.0 ; 175.0 ; 1053.0459 ; 37.50 ; 54.48
78.0 ; 25.0 ; 1162.9922 ; 82.93 ; 73.01
37.0 ; 2.0 ; 43.753906 ; 95.29 ; 52.34
528.0 ; 41.0 ; 1321.1201 ; 61.99 ; 64.45
5872.0 ; 1302.0 ; 1990.123 ; 9.99 ; 61.50
84.0 ; 13.0 ; 19.316406 ; 90.72 ; 65.08
3380.0 ; 230.0 ; 2284.704 ; 10.75 ; 55.98
602.0 ; 136.0 ; 696.11816 ; 44.93 ; 48.73
824.0 ; 44.0 ; 794.21094 ; 54.16 ; 48.90
698.0 ; 68.0 ; 330.20703 ; 54.66 ; 60.40
527.0 ; 31.0 ; 369.41895 ; 69.04 ; 56.04
1775.0 ; 36.0 ; 674.76465 ; 43.71 ; 64.16
1115.0 ; 9.0 ; 733.72266 ; 54.61 ; 55.54
92.0 ; 17.0 ; 1068.7598 ; 84.32 ; 72.79
2928.0 ; 100.0 ; 5851.3203 ; 16.52 ; 61.41
502.0 ; 47.0 ; 63.30078 ; 68.22 ; 69.54
837.0 ; 171.0 ; 5938.4355 ; 24.12 ; 70.74
2007.0 ; 519.0 ; 8828.647 ; 6.63 ; 67.76
84.0 ; 13.0 ; 19.333008 ; 90.72 ; 65.08
586.0 ; 55.0 ; 1413.0068 ; 56.04 ; 63.32
907.0 ; 241.0 ; 18220.152 ; 19.33 ; 72.82
40.0 ; 2.0 ; 23.606445 ; 95.25 ; 59.44
513.0 ; 134.0 ; 1051.6602 ; 46.67 ; 59.56
935.0 ; 16.0 ; 657.125 ; 57.53 ; 56.89
911.0 ; 28.0 ; 620.0371 ; 56.24 ; 57.68
486.0 ; 13.0 ; 560.57227 ; 72.74 ; 52.58
80.0 ; 8.0 ; 67.49512 ; 91.20 ; 51.62
348.0 ; 84.0 ; 1494.292 ; 58.98 ; 67.83
2201.0 ; 209.0 ; 3065.2324 ; 10.63 ; 55.61
604.0 ; 93.0 ; 581.3281 ; 51.45 ; 47.01
529.0 ; 121.0 ; 2527.4492 ; 42.19 ; 68.70
583.0 ; 125.0 ; 4399.9033 ; 37.07 ; 70.96
2369.0 ; 67.0 ; 1446.415 ; 30.30 ; 58.95
295.0 ; 20.0 ; 269.64355 ; 81.19 ; 50.00
511.0 ; 18.0 ; 270.7793 ; 72.47 ; 61.66
3231.0 ; 510.0 ; 2363.7188 ; 9.32 ; 52.44
88.0 ; 36.0 ; 5165.4746 ; 72.69 ; 73.39
1217.0 ; 55.0 ; 1462.3555 ; 40.49 ; 53.49
483.0 ; 45.0 ; 1755.2725 ; 61.11 ; 67.02
701.0 ; 163.0 ; 9331.869 ; 27.98 ; 72.36
797.0 ; 107.0 ; 2462.46 ; 35.18 ; 66.09
824.0 ; 49.0 ; 3680.6426 ; 44.39 ; 68.53
1427.0 ; 203.0 ; 1120.5 ; 21.18 ; 51.58
18.0 ; 7.0 ; 331.81543 ; 94.18 ; 73.38
1442.0 ; 556.0 ; 1423.8623 ; 17.68 ; 38.26
725.0 ; 94.0 ; 1633.7139 ; 41.97 ; 62.27
506.0 ; 106.0 ; 2455.1914 ; 45.32 ; 68.46
95.0 ; 8.0 ; 32.961914 ; 90.96 ; 64.10
2526.0 ; 429.0 ; 5954.451 ; 5.59 ; 62.57
429.0 ; 112.0 ; 398.26758 ; 56.44 ; 44.65
214.0 ; 7.0 ; 2059.2139 ; 77.76 ; 70.38
335.0 ; 11.0 ; 491.7256 ; 79.74 ; 58.02
480.0 ; 52.0 ; 1582.665 ; 60.23 ; 66.01
1245.0 ; 515.0 ; 7591.8 ; 12.44 ; 69.03
793.0 ; 26.0 ; 867.19824 ; 58.25 ; 51.18
1061.0 ; 21.0 ; 224.12402 ; 56.42 ; 68.54
1451.0 ; 203.0 ; 12383.309 ; 11.84 ; 71.64
922.0 ; 112.0 ; 2550.9912 ; 31.16 ; 65.13
108.0 ; 24.0 ; 646.1045 ; 84.94 ; 70.06
22.0 ; 1.0 ; 269.7422 ; 95.74 ; 70.75
2485.0 ; 169.0 ; 1633.502 ; 15.14 ; 56.93
110.0 ; 14.0 ; 342.28906 ; 88.14 ; 65.98
84.0 ; 13.0 ; 19.351562 ; 90.72 ; 65.08
1798.0 ; 143.0 ; 3224.0957 ; 15.69 ; 59.94
694.0 ; 87.0 ; 840.5967 ; 48.04 ; 51.70
141.0 ; 4.0 ; 296.375 ; 88.72 ; 62.66
84.0 ; 13.0 ; 19.350586 ; 90.72 ; 65.37
127.0 ; 11.0 ; 427.58594 ; 87.57 ; 66.45
2323.0 ; 326.0 ; 28048.078 ; 5.48 ; 71.31
423.0 ; 26.0 ; 449.60352 ; 73.89 ; 50.53
392.0 ; 24.0 ; 449.16504 ; 75.55 ; 51.32
238.0 ; 31.0 ; 128.41699 ; 82.13 ; 58.75
800.0 ; 36.0 ; 1365.4521 ; 53.66 ; 58.96
955.0 ; 9.0 ; 88.10156 ; 60.98 ; 70.79
66.0 ; 1.0 ; 14.8671875 ; 94.06 ; 69.24
151.0 ; 15.0 ; 377.47754 ; 86.61 ; 63.62
752.0 ; 215.0 ; 3316.9326 ; 26.61 ; 67.06
755.0 ; 74.0 ; 492.8047 ; 50.71 ; 56.96
317.0 ; 46.0 ; 626.67676 ; 73.29 ; 60.40
1095.0 ; 58.0 ; 33880.656 ; 34.13 ; 71.73
1500.0 ; 254.0 ; 747.45996 ; 21.33 ; 59.19
916.0 ; 229.0 ; 1789.9551 ; 25.57 ; 58.82
322.0 ; 92.0 ; 4712.3486 ; 52.52 ; 72.27
119.0 ; 66.0 ; 11081.546 ; 63.80 ; 72.85
3520.0 ; 520.0 ; 3464.3906 ; 7.32 ; 47.15
407.0 ; 56.0 ; 1747.6719 ; 61.73 ; 68.12
84.0 ; 13.0 ; 19.361328 ; 90.72 ; 65.37
1421.0 ; 612.0 ; 2186.6445 ; 15.16 ; 51.24
148.0 ; 33.0 ; 487.40527 ; 82.97 ; 64.70
1222.0 ; 125.0 ; 7854.2715 ; 20.10 ; 70.89
1627.0 ; 373.0 ; 1935.4102 ; 14.38 ; 48.52
1774.0 ; 197.0 ; 3457.2246 ; 12.18 ; 61.13
1022.0 ; 70.0 ; 2071.712 ; 37.95 ; 61.18
1086.0 ; 275.0 ; 8489.148 ; 14.97 ; 70.97
2175.0 ; 164.0 ; 1852.252 ; 15.81 ; 51.71
1529.0 ; 395.0 ; 1858.7764 ; 15.34 ; 48.80
301.0 ; 47.0 ; 413.26465 ; 74.86 ; 54.08
1508.0 ; 155.0 ; 2797.296 ; 17.54 ; 59.77
5411.0 ; 1233.0 ; 6732.084 ; 4.96 ; 49.05
1176.0 ; 44.0 ; 7595.032 ; 36.44 ; 68.85
310.0 ; 1.0 ; 47.07129 ; 85.07 ; 68.97
417.0 ; 27.0 ; 478.00098 ; 73.80 ; 51.52
67.0 ; 15.0 ; 45.26172 ; 91.29 ; 52.72
2995.0 ; 271.0 ; 3006.6836 ; 8.33 ; 47.91
1892.0 ; 336.0 ; 1858.7188 ; 13.04 ; 46.06
1965.0 ; 93.0 ; 1299.502 ; 27.11 ; 57.08
536.0 ; 98.0 ; 3119.872 ; 44.15 ; 69.49
3001.0 ; 37.0 ; 5803.0244 ; 30.08 ; 59.59
2881.0 ; 33.0 ; 963.04395 ; 40.05 ; 64.53
876.0 ; 37.0 ; 503.95898 ; 55.97 ; 58.84
878.0 ; 30.0 ; 1454.2578 ; 52.39 ; 59.34
1444.0 ; 298.0 ; 2036.5703 ; 15.49 ; 54.77
579.0 ; 55.0 ; 2543.9756 ; 52.65 ; 68.91
238.0 ; 111.0 ; 1283.7627 ; 59.73 ; 68.13
823.0 ; 185.0 ; 4444.581 ; 24.65 ; 69.35
84.0 ; 13.0 ; 19.34961 ; 90.72 ; 65.08
1786.0 ; 237.0 ; 993.4785 ; 18.29 ; 56.88
51.0 ; 18.0 ; 357.86914 ; 90.61 ; 69.97
1352.0 ; 86.0 ; 3679.6416 ; 26.73 ; 65.39
511.0 ; 155.0 ; 972.2002 ; 45.31 ; 58.15
2257.0 ; 385.0 ; 4697.79 ; 7.08 ; 61.00
5321.0 ; 1844.0 ; 7243.1133 ; 4.52 ; 49.48
653.0 ; 77.0 ; 362.15625 ; 54.06 ; 57.82
768.0 ; 242.0 ; 154.30371 ; 37.06 ; 61.79
654.0 ; 18.0 ; 397.81152 ; 66.47 ; 58.12
22.0 ; 5.0 ; 149.56738 ; 95.09 ; 70.40
84.0 ; 13.0 ; 19.299805 ; 90.72 ; 65.08
500.0 ; 35.0 ; 1089.7617 ; 65.52 ; 62.74
1121.0 ; 152.0 ; 1375.6504 ; 26.77 ; 51.44
23.0 ; 10.0 ; 8241.297 ; 80.25 ; 72.15
1924.0 ; 466.0 ; 17453.207 ; 6.93 ; 71.47
206.0 ; 37.0 ; 329.40332 ; 81.07 ; 56.37
1379.0 ; 241.0 ; 6408.5693 ; 12.29 ; 68.38
273.0 ; 11.0 ; 446.16016 ; 82.48 ; 58.54
1069.0 ; 115.0 ; 3580.3418 ; 26.05 ; 66.58
463.0 ; 49.0 ; 937.9033 ; 64.72 ; 61.42
60.0 ; 5.0 ; 64.69531 ; 93.09 ; 50.44
533.0 ; 64.0 ; 444.87402 ; 60.94 ; 51.05
295.0 ; 19.0 ; 255.34961 ; 81.42 ; 52.86
2236.0 ; 119.0 ; 9898.877 ; 13.97 ; 67.87
2012.0 ; 378.0 ; 9151.48 ; 6.67 ; 68.10
116.0 ; 18.0 ; 330.31543 ; 87.39 ; 64.79
583.0 ; 49.0 ; 1497.21 ; 57.22 ; 63.70
550.0 ; 18.0 ; 266.583 ; 70.93 ; 61.73
1906.0 ; 141.0 ; 3150.0088 ; 15.59 ; 58.86
2333.0 ; 649.0 ; 3127.4844 ; 8.30 ; 51.32
496.0 ; 48.0 ; 725.7246 ; 64.74 ; 56.21
2671.0 ; 476.0 ; 2029.9941 ; 10.26 ; 52.05
751.0 ; 7.0 ; 87.98535 ; 66.42 ; 69.88
500.0 ; 51.0 ; 423.53906 ; 65.50 ; 51.51
337.0 ; 17.0 ; 476.7627 ; 78.89 ; 56.76
1558.0 ; 84.0 ; 3249.9219 ; 25.76 ; 61.49
1377.0 ; 19.0 ; 473.6455 ; 51.12 ; 66.31
2928.0 ; 751.0 ; 6766.4355 ; 5.18 ; 61.21
36.0 ; 13.0 ; 1349.6514 ; 87.13 ; 72.71
1107.0 ; 260.0 ; 1416.5225 ; 22.63 ; 50.39
114.0 ; 7.0 ; 580.53125 ; 87.65 ; 68.53
734.0 ; 301.0 ; 1079.0449 ; 32.36 ; 50.45
2500.0 ; 194.0 ; 2625.2744 ; 11.03 ; 48.26
1127.0 ; 115.0 ; 320.61914 ; 36.15 ; 64.77
623.0 ; 118.0 ; 1227.541 ; 43.53 ; 59.15
89.0 ; 55.0 ; 9276.114 ; 67.32 ; 72.11
442.0 ; 149.0 ; 2341.6143 ; 43.28 ; 68.88
182.0 ; 3.0 ; 420.85254 ; 86.90 ; 61.42
86.0 ; 16.0 ; 228.66504 ; 89.11 ; 63.51
1961.0 ; 75.0 ; 24768.906 ; 22.47 ; 70.81
476.0 ; 5.0 ; 402.13184 ; 75.02 ; 51.38
1231.0 ; 88.0 ; 2683.046 ; 29.27 ; 62.74
109.0 ; 20.0 ; 1351.9531 ; 81.93 ; 73.12
270.0 ; 39.0 ; 1423.0312 ; 72.65 ; 69.43
271.0 ; 27.0 ; 2851.0664 ; 70.70 ; 70.70
2368.0 ; 310.0 ; 24612.635 ; 5.33 ; 70.96
740.0 ; 19.0 ; 185.08691 ; 64.55 ; 67.71
46.0 ; 4.0 ; 109.91504 ; 94.17 ; 63.80
712.0 ; 106.0 ; 2778.2598 ; 37.18 ; 67.40
1799.0 ; 348.0 ; 2909.8213 ; 10.75 ; 55.84
119.0 ; 67.0 ; 11272.717 ; 63.56 ; 72.15
301.0 ; 13.0 ; 247.92383 ; 82.14 ; 53.08
413.0 ; 72.0 ; 1061.8682 ; 60.78 ; 63.11
1907.0 ; 16.0 ; 521.97656 ; 47.55 ; 65.80
1515.0 ; 323.0 ; 4377.201 ; 11.09 ; 64.55
1669.0 ; 46.0 ; 943.0967 ; 40.82 ; 60.51
2722.0 ; 352.0 ; 17405.438 ; 4.93 ; 70.24
857.0 ; 95.0 ; 2712.914 ; 34.99 ; 66.67
2974.0 ; 513.0 ; 8787.956 ; 4.89 ; 65.43
53.0 ; 5.0 ; 126.55371 ; 93.36 ; 63.33
601.0 ; 92.0 ; 134.46484 ; 54.03 ; 65.27
84.0 ; 13.0 ; 19.308594 ; 90.72 ; 65.08
79.0 ; 29.0 ; 8749.532 ; 73.30 ; 72.15
84.0 ; 13.0 ; 19.38379 ; 90.72 ; 65.37
438.0 ; 41.0 ; 3343.5273 ; 60.24 ; 70.09
83.0 ; 10.0 ; 226.5664 ; 90.02 ; 64.73
3751.0 ; 891.0 ; 2956.13 ; 7.91 ; 49.94
1097.0 ; 101.0 ; 4771.0967 ; 26.60 ; 68.59
913.0 ; 160.0 ; 3053.838 ; 25.45 ; 65.79
770.0 ; 68.0 ; 1078.2256 ; 48.44 ; 55.18
366.0 ; 10.0 ; 693.20215 ; 77.47 ; 61.80
468.0 ; 36.0 ; 175.83301 ; 71.44 ; 63.83
119.0 ; 66.0 ; 11071.041 ; 63.80 ; 72.85
63.0 ; 5.0 ; 331.958 ; 91.46 ; 70.19
950.0 ; 47.0 ; 4120.663 ; 41.33 ; 67.65
749.0 ; 171.0 ; 1878.4434 ; 31.74 ; 62.30
151.0 ; 41.0 ; 1109.9385 ; 77.89 ; 70.28
53.0 ; 9.0 ; 20.512695 ; 93.46 ; 60.99
1763.0 ; 362.0 ; 1217.0059 ; 16.32 ; 51.78
396.0 ; 34.0 ; 187.81055 ; 74.85 ; 60.95
1034.0 ; 97.0 ; 2849.2637 ; 30.53 ; 64.56
658.0 ; 156.0 ; 58.875 ; 44.58 ; 67.29
2012.0 ; 109.0 ; 3565.0098 ; 18.49 ; 60.38
308.0 ; 17.0 ; 674.18164 ; 79.02 ; 62.82
1713.0 ; 54.0 ; 412.43457 ; 41.47 ; 68.08
429.0 ; 59.0 ; 293.35742 ; 67.24 ; 54.28
859.0 ; 45.0 ; 2826.1064 ; 45.66 ; 67.12
966.0 ; 238.0 ; 6302.5293 ; 18.66 ; 70.00
51.0 ; 18.0 ; 357.86914 ; 90.61 ; 69.97
608.0 ; 158.0 ; 917.79395 ; 41.64 ; 53.66
1709.0 ; 265.0 ; 4913.54 ; 9.68 ; 64.57
527.0 ; 4.0 ; 248.86719 ; 73.83 ; 60.25
1178.0 ; 36.0 ; 1791.7021 ; 44.14 ; 57.41
847.0 ; 125.0 ; 2927.9287 ; 30.45 ; 66.90
29.0 ; 5.0 ; 31.333984 ; 95.40 ; 48.84
112.0 ; 2.0 ; 34.54004 ; 91.21 ; 66.32
1769.0 ; 39.0 ; 478.76074 ; 44.20 ; 67.82
1120.0 ; 90.0 ; 3482.835 ; 29.32 ; 66.31
133.0 ; 23.0 ; 368.1289 ; 85.85 ; 64.19
153.0 ; 4.0 ; 311.13672 ; 88.30 ; 62.16
272.0 ; 36.0 ; 313.89062 ; 78.95 ; 50.66
1515.0 ; 492.0 ; 6931.909 ; 9.84 ; 67.83
603.0 ; 121.0 ; 1547.4531 ; 42.41 ; 63.30
84.0 ; 14.0 ; 934.0254 ; 85.71 ; 72.60
818.0 ; 189.0 ; 1838.6426 ; 29.10 ; 61.55
1171.0 ; 29.0 ; 805.08203 ; 50.17 ; 56.32
1290.0 ; 166.0 ; 3295.1855 ; 18.19 ; 63.92
1456.0 ; 125.0 ; 750.16797 ; 28.36 ; 60.01
612.0 ; 112.0 ; 631.91895 ; 47.88 ; 46.26
764.0 ; 203.0 ; 1044.4746 ; 33.41 ; 51.97
83.0 ; 13.0 ; 19.280273 ; 90.75 ; 65.14
1380.0 ; 282.0 ; 898.24414 ; 21.10 ; 53.98
787.0 ; 19.0 ; 566.3506 ; 61.25 ; 56.18
102.0 ; 5.0 ; 295.79785 ; 89.76 ; 65.50
295.0 ; 20.0 ; 269.65332 ; 81.19 ; 50.00
1696.0 ; 115.0 ; 4201.8496 ; 18.52 ; 64.11
1228.0 ; 91.0 ; 689.1455 ; 36.40 ; 59.25
409.0 ; 38.0 ; 998.4961 ; 69.19 ; 63.57
1219.0 ; 99.0 ; 638.35547 ; 35.41 ; 59.48
84.0 ; 13.0 ; 19.31836 ; 90.72 ; 65.08
1734.0 ; 324.0 ; 1172.6318 ; 16.77 ; 52.67
1082.0 ; 12.0 ; 88.541016 ; 58.12 ; 71.37
74.0 ; 16.0 ; 179.07715 ; 89.76 ; 62.01
323.0 ; 135.0 ; 1225.0889 ; 53.67 ; 65.56
126.0 ; 17.0 ; 1261.3066 ; 82.34 ; 72.64
953.0 ; 219.0 ; 2744.662 ; 22.37 ; 64.22
1200.0 ; 164.0 ; 551.9033 ; 28.95 ; 59.51
52.0 ; 11.0 ; 766.9961 ; 89.33 ; 73.00
96.0 ; 11.0 ; 48.456055 ; 90.45 ; 59.73
1184.0 ; 452.0 ; 1280.7891 ; 21.51 ; 43.02
2442.0 ; 271.0 ; 5513.743 ; 6.15 ; 62.44
1306.0 ; 42.0 ; 165.1289 ; 49.13 ; 71.17
444.0 ; 30.0 ; 107.59766 ; 73.98 ; 66.63
279.0 ; 18.0 ; 2721.6387 ; 72.20 ; 70.45
295.0 ; 20.0 ; 269.63477 ; 81.19 ; 50.00
1275.0 ; 148.0 ; 3967.0234 ; 18.87 ; 66.30
16.0 ; 1.0 ; 41.94336 ; 97.25 ; 65.07
854.0 ; 43.0 ; 1668.291 ; 49.43 ; 61.25
431.0 ; 48.0 ; 248.33594 ; 69.99 ; 57.74
926.0 ; 129.0 ; 11891.599 ; 24.82 ; 71.50
2098.0 ; 102.0 ; 2186.8652 ; 21.79 ; 49.57
1045.0 ; 107.0 ; 1394.5273 ; 33.08 ; 53.99
2703.0 ; 407.0 ; 1716.0293 ; 11.36 ; 55.03
687.0 ; 35.0 ; 101.63281 ; 63.80 ; 70.01
1046.0 ; 32.0 ; 72.40527 ; 55.55 ; 72.57
473.0 ; 119.0 ; 1277.1641 ; 48.98 ; 63.57
83.0 ; 27.0 ; 735.95215 ; 84.66 ; 71.19
320.0 ; 3.0 ; 129.32715 ; 83.21 ; 62.40
315.0 ; 11.0 ; 855.76074 ; 78.58 ; 64.73
2676.0 ; 498.0 ; 2254.1143 ; 9.61 ; 48.57
692.0 ; 7.0 ; 56.24414 ; 68.47 ; 71.08
390.0 ; 77.0 ; 1029.2549 ; 60.88 ; 63.70
289.0 ; 30.0 ; 2102.0947 ; 71.21 ; 71.63
228.0 ; 41.0 ; 331.89258 ; 79.48 ; 54.41
1168.0 ; 274.0 ; 4220.791 ; 15.35 ; 66.76
1130.0 ; 118.0 ; 2661.8936 ; 26.13 ; 63.59
654.0 ; 160.0 ; 1435.3369 ; 37.32 ; 60.30
1351.0 ; 230.0 ; 4516.42 ; 13.76 ; 66.08
243.0 ; 46.0 ; 3247.8672 ; 67.24 ; 73.30
84.0 ; 13.0 ; 19.333984 ; 90.72 ; 65.08
71.0 ; 7.0 ; 910.9492 ; 87.37 ; 71.04
5539.0 ; 46.0 ; 7576.3574 ; 27.51 ; 53.30
1394.0 ; 444.0 ; 2824.789 ; 14.08 ; 58.08
189.0 ; 47.0 ; 972.58594 ; 75.95 ; 68.92
2874.0 ; 77.0 ; 2908.913 ; 23.48 ; 46.82
380.0 ; 131.0 ; 2806.501 ; 46.60 ; 70.41
150.0 ; 16.0 ; 403.44922 ; 86.33 ; 64.19
780.0 ; 69.0 ; 1258.0254 ; 47.03 ; 58.06
333.0 ; 69.0 ; 1092.501 ; 64.65 ; 65.45
1741.0 ; 472.0 ; 1279.9375 ; 16.12 ; 50.23
1959.0 ; 39.0 ; 1891.6367 ; 36.66 ; 50.13
2612.0 ; 102.0 ; 2768.4463 ; 19.04 ; 50.47
351.0 ; 31.0 ; 196.28223 ; 77.27 ; 58.78
506.0 ; 62.0 ; 2606.0146 ; 53.72 ; 69.95
2309.0 ; 48.0 ; 6195.329 ; 28.11 ; 63.12
272.0 ; 50.0 ; 1495.3662 ; 69.73 ; 69.37
1341.0 ; 37.0 ; 1799.169 ; 41.82 ; 55.50
1500.0 ; 26.0 ; 312.2754 ; 49.55 ; 69.32
2941.0 ; 13.0 ; 539.9795 ; 45.76 ; 68.08
84.0 ; 13.0 ; 19.34082 ; 90.72 ; 65.08
84.0 ; 13.0 ; 19.365234 ; 90.72 ; 65.37
369.0 ; 55.0 ; 991.0957 ; 67.00 ; 63.92
532.0 ; 210.0 ; 1861.4395 ; 37.65 ; 65.01
3468.0 ; 199.0 ; 2911.162 ; 10.21 ; 52.65
932.0 ; 240.0 ; 1856.2266 ; 24.71 ; 60.39
926.0 ; 85.0 ; 1561.8096 ; 38.61 ; 58.74
2437.0 ; 544.0 ; 2922.579 ; 8.28 ; 49.55
106.0 ; 20.0 ; 162.28418 ; 88.16 ; 54.80
5636.0 ; 527.0 ; 17439.371 ; 4.84 ; 66.12
2001.0 ; 349.0 ; 690.30664 ; 18.08 ; 62.44
295.0 ; 24.0 ; 267.06445 ; 80.53 ; 48.58
435.0 ; 30.0 ; 433.54785 ; 72.72 ; 50.52
2492.0 ; 562.0 ; 7184.99 ; 5.14 ; 64.18
58.0 ; 13.0 ; 365.13184 ; 90.70 ; 70.27
658.0 ; 142.0 ; 316.92578 ; 44.40 ; 57.97
1134.0 ; 255.0 ; 647.1006 ; 26.25 ; 54.58
928.0 ; 169.0 ; 1238.8447 ; 29.87 ; 52.76
2219.0 ; 122.0 ; 4838.119 ; 14.86 ; 62.67
80.0 ; 25.0 ; 2187.5928 ; 78.90 ; 73.15
506.0 ; 45.0 ; 175.3877 ; 67.91 ; 63.95
1338.0 ; 107.0 ; 1191.5986 ; 29.79 ; 50.41
8098.0 ; 344.0 ; 1189.3682 ; 13.66 ; 70.06
2220.0 ; 122.0 ; 4837.459 ; 14.86 ; 62.67
809.0 ; 230.0 ; 266.1006 ; 35.65 ; 59.39
4509.0 ; 26.0 ; 958.3115 ; 41.37 ; 67.28
1636.0 ; 704.0 ; 1764.0166 ; 14.76 ; 41.69
78.0 ; 24.0 ; 2158.002 ; 79.20 ; 73.13
1197.0 ; 329.0 ; 2409.5479 ; 17.41 ; 59.15
187.0 ; 18.0 ; 261.47656 ; 85.50 ; 55.01
10339.0 ; 2083.0 ; 25269.494 ; 4.07 ; 61.99
291.0 ; 33.0 ; 1600.3213 ; 72.32 ; 69.67
3511.0 ; 139.0 ; 4076.6973 ; 12.53 ; 52.20
801.0 ; 22.0 ; 674.13477 ; 59.77 ; 53.32
2213.0 ; 247.0 ; 17752.781 ; 6.69 ; 71.58
974.0 ; 61.0 ; 1570.4199 ; 42.81 ; 58.33
13.0 ; 2.0 ; 154.77539 ; 95.93 ; 71.65
507.0 ; 41.0 ; 283.0459 ; 68.28 ; 58.91
773.0 ; 312.0 ; 1712.9805 ; 28.36 ; 59.33
546.0 ; 64.0 ; 175.44727 ; 61.78 ; 63.88
1758.0 ; 525.0 ; 4191.0273 ; 9.35 ; 61.07
4050.0 ; 331.0 ; 34329.133 ; 4.87 ; 70.08
95.0 ; 18.0 ; 1436.1709 ; 82.29 ; 72.47
32.0 ; 2.0 ; 349.4746 ; 93.98 ; 70.66
541.0 ; 35.0 ; 498.6289 ; 67.04 ; 48.73
775.0 ; 314.0 ; 1757.0566 ; 28.14 ; 58.57
3963.0 ; 205.0 ; 5056.126 ; 7.72 ; 53.95
1846.0 ; 777.0 ; 7566.4326 ; 7.26 ; 65.91
407.0 ; 48.0 ; 1821.6787 ; 63.36 ; 68.30
2242.0 ; 270.0 ; 8441.435 ; 6.11 ; 67.07
1408.0 ; 339.0 ; 3024.5957 ; 13.64 ; 60.51
1720.0 ; 157.0 ; 6155.1973 ; 12.96 ; 67.10
2373.0 ; 372.0 ; 12925.145 ; 5.33 ; 69.57
845.0 ; 32.0 ; 559.78906 ; 57.39 ; 57.19
475.0 ; 31.0 ; 2684.2422 ; 61.81 ; 69.10
323.0 ; 64.0 ; 220.45801 ; 70.86 ; 52.46
1180.0 ; 107.0 ; 728.87305 ; 34.25 ; 57.07
2087.0 ; 221.0 ; 6255.55 ; 8.32 ; 66.10
2227.0 ; 122.0 ; 4857.995 ; 14.82 ; 62.67
967.0 ; 107.0 ; 634.1709 ; 38.52 ; 55.57
2170.0 ; 71.0 ; 1091.2539 ; 31.80 ; 61.67
2168.0 ; 439.0 ; 7919.256 ; 6.11 ; 66.74
1533.0 ; 229.0 ; 7755.0625 ; 10.69 ; 69.50
1553.0 ; 170.0 ; 779.4971 ; 23.50 ; 60.16
2228.0 ; 122.0 ; 4849.1533 ; 14.82 ; 62.69
1784.0 ; 319.0 ; 2462.334 ; 11.78 ; 52.56
2883.0 ; 436.0 ; 6176.448 ; 5.52 ; 61.54
1119.0 ; 140.0 ; 6249.05 ; 20.58 ; 70.09
22.0 ; 1.0 ; 172.44043 ; 96.20 ; 69.62
7357.0 ; 297.0 ; 4646.3486 ; 6.31 ; 57.13
2442.0 ; 385.0 ; 953.55176 ; 15.01 ; 61.36
1602.0 ; 245.0 ; 7091.2256 ; 10.04 ; 68.42
2113.0 ; 335.0 ; 5065.4297 ; 7.38 ; 62.96
447.0 ; 31.0 ; 1342.2324 ; 67.27 ; 65.50
676.0 ; 224.0 ; 1137.748 ; 35.16 ; 56.79
4504.0 ; 455.0 ; 60041.08 ; 4.71 ; 71.13
2135.0 ; 843.0 ; 886.3115 ; 16.29 ; 54.59
444.0 ; 49.0 ; 305.3545 ; 68.93 ; 54.73
4110.0 ; 486.0 ; 2778.5312 ; 8.42 ; 54.95
1071.0 ; 77.0 ; 4512.04 ; 31.73 ; 68.66
1016.0 ; 156.0 ; 17012.176 ; 20.49 ; 71.67
851.0 ; 50.0 ; 15085.392 ; 41.21 ; 71.77
2460.0 ; 352.0 ; 4522.7734 ; 6.46 ; 60.37
3338.0 ; 141.0 ; 3155.9668 ; 13.47 ; 48.69
1248.0 ; 54.0 ; 397.82422 ; 45.78 ; 65.98
590.0 ; 42.0 ; 1015.8047 ; 60.93 ; 59.46
1061.0 ; 102.0 ; 575.5674 ; 37.77 ; 58.79
470.0 ; 12.0 ; 100.09766 ; 75.90 ; 68.52
2212.0 ; 93.0 ; 836.5215 ; 28.57 ; 64.28
861.0 ; 172.0 ; 482.03125 ; 35.30 ; 55.97
2196.0 ; 58.0 ; 4872.835 ; 26.75 ; 62.00
958.0 ; 23.0 ; 1251.8604 ; 52.73 ; 54.67
1991.0 ; 53.0 ; 692.0918 ; 38.85 ; 65.36
2745.0 ; 564.0 ; 6004.7705 ; 5.51 ; 61.48
